CPU_Usage,Internal_Temp,External_Temp,External_Humidity,Power_Draw,Solar_Wind,Grid_Price,Occupancy,Day,Hour,Active_Users,AI_Task_Load,Event
34.4,41.2,38.0,73.5,125.0,2.4,0.1,4,Sunday,21,660280.6,0,Heatwave
25.7,34.2,32.1,66.9,110.0,0.0,0.1,9,Sunday,22,500000.0,0,Maintenance
51.5,42.0,41.9,89.1,110.0,4.0,0.1,7,Sunday,23,1012994.5,1,Normal
68.9,42.0,42.9,66.9,130.0,4.0,0.1,3,Monday,0,1601372.6,1,AI_Demand_High
32.5,31.8,29.0,68.2,110.0,7.2,0.1,3,Monday,1,802208.4,1,Normal
64.3,33.0,25.7,74.8,130.0,2.1,0.1,2,Monday,2,1170673.6,1,AI_Demand_High
44.6,33.8,20.7,77.9,110.0,16.4,0.1,7,Monday,3,857399.9,0,Normal
56.3,35.3,30.9,75.6,130.0,21.2,0.1,8,Monday,4,829944.4,1,AI_Demand_High
45.0,36.4,43.6,70.0,130.0,10.6,0.1,1,Monday,5,565022.6,1,AI_Demand_High
68.3,42.0,33.1,68.4,115.2,24.6,0.1,7,Monday,6,1289495.9,0,Normal
40.0,27.0,36.0,90.8,135.0,17.2,0.2,2,Monday,7,595114.8,0,Power_Spike
70.0,42.0,21.0,75.9,138.6,20.2,0.2,18,Monday,8,1477600.0,0,Maintenance
100.0,42.0,21.9,71.6,189.0,33.6,0.2,17,Monday,9,2136494.1,1,Power_Spike
50.6,42.0,36.5,69.6,129.7,21.9,0.2,20,Monday,10,965814.2,0,Heatwave
40.0,34.0,43.7,66.1,110.0,23.2,0.2,18,Monday,11,822456.7,0,Normal
76.1,42.0,27.7,83.0,167.4,32.6,0.2,20,Monday,12,1301719.9,0,Normal
77.1,42.0,41.7,72.5,135.3,30.7,0.2,16,Monday,13,1481833.6,0,Normal
75.3,42.0,21.2,82.9,123.1,19.3,0.2,24,Monday,14,1621240.4,0,Normal
100.0,42.0,34.7,83.4,199.4,29.2,0.2,17,Monday,15,2000000.0,1,AI_Demand_High
97.9,42.0,34.2,89.3,176.3,14.0,0.2,24,Monday,16,1867216.0,1,Normal
57.4,42.0,41.2,71.9,119.7,12.6,0.2,17,Monday,17,1026373.9,0,Maintenance
67.0,42.0,18.1,78.9,149.0,21.4,0.2,3,Monday,18,1209785.5,0,Normal
47.7,42.0,23.1,93.9,110.0,9.1,0.2,3,Monday,19,790899.1,0,Maintenance
45.9,34.8,23.9,86.8,110.0,15.7,0.2,1,Monday,20,1199705.5,1,Normal
80.9,42.0,43.6,94.3,147.0,9.8,0.2,4,Monday,21,1282122.8,0,Power_Spike
25.0,27.0,22.1,92.8,110.0,3.5,0.0,3,Monday,22,537318.6,0,Normal
81.0,41.0,19.0,83.3,130.0,9.5,0.1,7,Monday,23,1386837.5,1,AI_Demand_High
68.2,42.0,32.4,72.9,141.2,2.5,0.1,6,Tuesday,0,1250774.7,0,Normal
53.7,42.0,38.0,77.7,125.6,2.2,0.1,9,Tuesday,1,1051016.4,0,Heatwave
65.8,42.0,40.8,85.9,135.0,7.7,0.1,3,Tuesday,2,1116980.9,0,Normal
31.6,30.7,43.6,82.7,110.0,12.0,0.0,6,Tuesday,3,652980.3,0,Normal
28.8,33.0,38.0,75.9,125.0,2.8,0.1,9,Tuesday,4,501725.0,0,Heatwave
26.6,33.6,43.1,83.4,110.0,28.7,0.1,3,Tuesday,5,434414.4,1,Normal
25.1,27.0,37.6,80.6,110.0,17.9,0.1,9,Tuesday,6,513800.0,0,Normal
64.5,36.2,25.1,77.5,135.0,20.9,0.2,3,Tuesday,7,896193.9,0,Power_Spike
49.9,41.0,43.1,66.3,122.1,12.8,0.2,12,Tuesday,8,1068778.1,0,Normal
70.0,42.0,36.0,91.0,147.0,21.8,0.2,22,Tuesday,9,1308237.8,0,Maintenance
84.8,42.0,29.2,91.0,162.3,24.4,0.2,14,Tuesday,10,1854257.6,1,Normal
46.9,42.0,36.4,82.8,110.0,25.2,0.2,16,Tuesday,11,786293.8,0,Maintenance
89.9,42.0,28.8,73.0,154.3,28.8,0.2,19,Tuesday,12,1758324.1,0,Normal
100.0,42.0,21.1,65.8,202.6,26.7,0.2,12,Tuesday,13,2295919.6,0,Normal
61.9,42.0,38.0,65.0,159.5,27.4,0.2,15,Tuesday,14,1143548.9,0,Heatwave
100.0,42.0,38.0,65.0,204.0,27.5,0.2,21,Tuesday,15,2093231.4,0,Heatwave
58.6,38.1,37.7,75.8,130.0,22.0,0.2,19,Tuesday,16,1096862.5,1,AI_Demand_High
65.5,35.0,24.2,70.7,135.0,22.2,0.2,22,Tuesday,17,958189.7,0,Power_Spike
64.0,42.0,43.8,73.0,130.0,21.6,0.2,6,Tuesday,18,895868.4,1,AI_Demand_High
47.0,42.0,18.7,86.0,110.0,14.9,0.2,4,Tuesday,19,751657.2,0,Maintenance
89.2,42.0,27.0,93.8,130.0,11.5,0.2,3,Tuesday,20,1504351.0,1,AI_Demand_High
28.7,33.1,25.0,71.2,110.0,10.5,0.1,1,Tuesday,21,507398.6,0,Maintenance
45.4,41.3,19.3,79.0,110.0,7.6,0.1,8,Tuesday,22,812015.4,0,Maintenance
51.5,42.0,29.0,94.7,110.0,1.5,0.1,2,Tuesday,23,1118597.2,0,Normal
38.2,36.6,34.8,93.0,110.0,0.0,0.0,7,Wednesday,0,769854.4,0,Normal
26.5,36.5,41.8,75.6,110.0,2.4,0.2,3,Wednesday,1,540122.8,0,Normal
40.6,37.5,44.7,74.6,110.0,9.8,0.1,5,Wednesday,2,786524.9,0,Normal
40.0,40.3,39.8,72.3,110.0,12.6,0.1,6,Wednesday,3,815244.5,0,Normal
40.1,35.9,30.7,69.7,110.0,14.7,0.1,3,Wednesday,4,818040.3,0,Normal
53.8,42.0,37.5,78.8,110.0,11.7,0.1,6,Wednesday,5,1169873.6,0,Normal
71.6,42.0,40.8,75.2,135.0,16.2,0.1,7,Wednesday,6,1318548.0,1,Normal
35.9,37.2,36.6,77.3,125.0,15.1,0.1,7,Wednesday,7,709767.1,0,Heatwave
58.6,42.0,39.2,72.1,123.9,19.7,0.2,13,Wednesday,8,1192856.6,0,Normal
30.9,29.3,31.0,87.1,110.0,26.4,0.2,13,Wednesday,9,707246.8,0,Normal
100.0,42.0,28.4,73.6,215.7,18.1,0.2,22,Wednesday,10,2000000.0,1,AI_Demand_High
49.6,39.3,32.2,82.8,110.0,44.2,0.2,22,Wednesday,11,835727.1,1,Normal
100.0,42.0,36.2,84.2,175.3,47.4,0.2,14,Wednesday,12,2104176.1,0,Normal
61.8,42.0,37.6,85.2,135.0,26.0,0.2,18,Wednesday,13,1130153.7,0,Power_Spike
81.6,42.0,27.6,70.3,170.6,31.6,0.2,12,Wednesday,14,1541153.9,1,Normal
65.5,42.0,38.0,65.0,132.3,31.3,0.2,19,Wednesday,15,1199433.3,0,Heatwave
70.2,42.0,42.6,72.4,135.0,18.8,0.2,15,Wednesday,16,1088467.9,1,Power_Spike
91.5,42.0,38.0,72.3,182.6,23.8,0.2,23,Wednesday,17,1638769.6,1,Heatwave
59.2,30.0,24.1,67.3,130.0,25.4,0.2,6,Wednesday,18,909818.3,1,AI_Demand_High
25.0,27.0,23.2,80.5,110.0,3.8,0.2,5,Wednesday,19,500000.0,0,Maintenance
47.7,42.0,38.0,65.0,125.0,3.0,0.2,1,Wednesday,20,910805.7,0,Heatwave
56.1,36.9,29.2,75.1,135.0,13.3,0.1,5,Wednesday,21,793602.6,0,Power_Spike
27.9,27.0,18.7,85.6,110.0,3.0,0.1,5,Wednesday,22,630547.4,0,Normal
25.0,27.0,27.4,77.4,110.0,0.6,0.2,7,Wednesday,23,358614.2,0,Normal
42.7,30.1,39.8,73.4,135.0,0.0,0.2,9,Thursday,0,754677.0,0,Power_Spike
45.0,32.7,39.5,83.5,130.0,0.0,0.1,9,Thursday,1,440195.3,1,AI_Demand_High
26.5,29.6,31.4,87.2,110.0,2.2,0.2,1,Thursday,2,635811.4,1,Normal
35.1,35.7,36.8,65.0,125.0,0.8,0.1,5,Thursday,3,820922.9,0,Heatwave
38.3,35.2,33.6,74.0,110.0,19.5,0.1,4,Thursday,4,779598.4,0,Normal
63.2,40.8,23.9,84.2,127.7,15.4,0.1,7,Thursday,5,1211886.2,0,Normal
44.6,41.5,38.0,84.0,125.0,14.6,0.2,5,Thursday,6,873187.0,0,Heatwave
25.0,31.0,24.3,65.0,125.0,24.4,0.1,2,Thursday,7,454576.5,0,Heatwave
85.5,42.0,30.8,84.6,145.7,40.1,0.2,22,Thursday,8,1770415.4,0,Normal
100.0,42.0,27.1,92.2,184.5,14.7,0.2,15,Thursday,9,1999994.1,1,Power_Spike
72.4,42.0,36.2,78.9,140.6,18.1,0.2,21,Thursday,10,1475904.3,0,Normal
100.0,42.0,35.2,74.5,200.3,31.9,0.2,15,Thursday,11,2000000.0,1,AI_Demand_High
100.0,42.0,34.3,75.0,208.7,17.0,0.2,21,Thursday,12,2415034.7,0,Heatwave
41.7,38.1,24.2,65.0,125.0,30.1,0.2,14,Thursday,13,731614.0,1,Heatwave
93.8,42.0,24.8,75.8,186.5,34.4,0.2,22,Thursday,14,1702142.0,0,Normal
100.0,42.0,35.1,72.7,174.2,35.4,0.2,23,Thursday,15,2518097.4,1,Normal
100.0,42.0,20.0,71.7,179.0,13.9,0.2,16,Thursday,16,2589622.1,0,Normal
100.0,42.0,26.9,65.0,209.7,14.8,0.2,19,Thursday,17,2144066.6,1,Heatwave
25.0,29.0,35.5,87.1,110.0,16.2,0.2,2,Thursday,18,500000.0,0,Maintenance
25.0,31.6,38.4,93.7,110.0,16.2,0.2,2,Thursday,19,610296.4,0,Normal
26.1,33.9,32.7,66.5,125.0,16.5,0.2,9,Thursday,20,475300.7,0,Heatwave
45.4,35.2,31.2,66.5,110.0,17.6,0.1,5,Thursday,21,907042.5,0,Normal
62.7,42.0,43.5,86.6,110.0,9.0,0.1,2,Thursday,22,1154185.2,0,Normal
70.7,42.0,43.5,81.1,135.0,2.2,0.2,2,Thursday,23,1203607.3,0,Power_Spike
36.4,29.4,26.3,86.7,110.0,6.4,0.1,3,Friday,0,829145.8,0,Normal
49.5,42.0,39.9,84.4,110.0,3.3,0.2,9,Friday,1,1070909.0,0,Normal
34.8,35.6,38.0,82.2,125.0,6.3,0.1,6,Friday,2,765611.7,0,Heatwave
48.8,42.0,44.3,69.2,110.0,5.8,0.1,1,Friday,3,878129.7,0,Normal
40.0,30.3,30.9,70.1,135.0,12.6,0.1,3,Friday,4,573771.8,0,Power_Spike
65.9,42.0,38.9,75.2,131.9,4.8,0.1,5,Friday,5,1392013.7,0,Normal
49.9,37.6,38.7,79.7,130.0,23.7,0.1,4,Friday,6,974557.1,1,AI_Demand_High
26.9,27.0,31.4,92.8,110.0,10.3,0.1,5,Friday,7,417300.1,0,Normal
64.5,42.0,39.5,92.2,136.3,13.3,0.2,12,Friday,8,838202.3,0,Power_Spike
96.9,42.0,25.0,91.2,199.9,7.0,0.2,12,Friday,9,1976431.6,0,Normal
100.0,42.0,21.3,71.7,206.5,24.2,0.2,13,Friday,10,2000000.0,1,AI_Demand_High
100.0,42.0,29.5,86.9,195.6,19.9,0.2,20,Friday,11,2000000.0,1,AI_Demand_High
100.0,42.0,43.5,76.5,182.7,36.3,0.2,14,Friday,12,1810649.9,1,AI_Demand_High
62.2,38.1,31.5,92.9,130.0,17.9,0.2,19,Friday,13,953724.7,1,AI_Demand_High
100.0,42.0,38.0,65.0,193.5,26.5,0.2,24,Friday,14,2391385.1,0,Heatwave
54.2,32.1,34.9,69.2,130.0,22.2,0.2,21,Friday,15,1055024.9,1,AI_Demand_High
63.8,42.0,21.6,90.3,131.3,8.1,0.2,14,Friday,16,1408989.4,1,Normal
63.7,42.0,28.5,86.5,125.6,17.8,0.2,14,Friday,17,1265274.4,1,Normal
25.0,27.0,37.1,89.6,110.0,12.7,0.2,9,Friday,18,535991.4,0,Normal
53.4,42.0,38.0,65.0,125.0,14.8,0.2,9,Friday,19,1044968.4,0,Heatwave
25.1,27.0,22.5,91.5,110.0,14.3,0.2,2,Friday,20,568579.9,0,Normal
64.5,39.0,29.1,85.3,130.0,7.0,0.1,8,Friday,21,1221231.5,1,AI_Demand_High
49.2,34.1,20.6,84.5,110.0,3.8,0.1,9,Friday,22,1124756.5,0,Normal
80.3,42.0,24.5,82.5,130.0,8.5,0.1,7,Friday,23,1221754.8,1,AI_Demand_High
47.0,39.3,28.2,87.9,110.0,0.0,0.1,8,Saturday,0,832390.3,0,Normal
55.0,42.0,32.6,77.5,113.3,0.0,0.2,1,Saturday,1,892704.4,0,Normal
25.0,27.0,24.2,69.0,110.0,9.9,0.0,2,Saturday,2,500000.0,0,Maintenance
25.0,27.0,24.1,81.2,110.0,4.1,0.1,8,Saturday,3,546961.1,0,Normal
47.1,33.5,39.0,87.4,135.0,16.3,0.1,3,Saturday,4,482351.1,0,Power_Spike
49.9,32.7,44.0,69.6,130.0,15.5,0.1,7,Saturday,5,721796.0,1,AI_Demand_High
47.7,33.7,26.7,71.7,110.0,26.9,0.1,7,Saturday,6,927161.2,0,Normal
62.6,42.0,36.6,85.9,135.0,16.0,0.2,8,Saturday,7,957748.4,0,Power_Spike
100.0,42.0,25.0,73.1,168.6,29.0,0.2,19,Saturday,8,2000000.0,1,AI_Demand_High
100.0,42.0,43.1,70.1,178.7,16.4,0.2,19,Saturday,9,2205390.2,1,Normal
64.7,38.7,36.2,91.7,135.0,31.0,0.2,16,Saturday,10,935619.1,1,Power_Spike
50.2,42.0,39.7,69.8,110.0,36.2,0.2,12,Saturday,11,963623.7,0,Normal
100.0,42.0,19.3,75.3,197.0,31.1,0.2,20,Saturday,12,2000000.0,1,AI_Demand_High
44.6,38.0,34.2,77.9,110.0,37.3,0.2,22,Saturday,13,872805.7,1,Normal
100.0,42.0,32.2,79.3,180.8,21.6,0.2,22,Saturday,14,2549151.8,1,Normal
100.0,42.0,31.9,65.8,186.2,23.3,0.2,23,Saturday,15,2026914.5,0,Heatwave
96.5,42.0,25.1,92.4,203.4,13.6,0.2,20,Saturday,16,2087536.1,1,Normal
100.0,42.0,33.7,84.8,209.6,25.9,0.2,17,Saturday,17,2345853.9,1,Power_Spike
70.2,42.0,37.1,75.8,143.7,25.0,0.2,9,Saturday,18,1336314.0,0,Normal
38.8,27.0,18.9,75.7,110.0,11.9,0.2,7,Saturday,19,799061.9,0,Normal
48.6,38.8,33.3,80.1,110.0,4.0,0.2,4,Saturday,20,928174.1,0,Normal
31.7,28.7,22.6,66.0,110.0,2.9,0.1,4,Saturday,21,753560.5,0,Normal
25.0,31.0,27.8,82.8,125.0,5.2,0.1,1,Saturday,22,535715.6,1,Heatwave
25.0,31.0,38.0,65.0,125.0,3.1,0.1,9,Saturday,23,415154.6,1,Heatwave
50.5,42.0,32.4,75.9,125.0,0.0,0.1,6,Sunday,0,929375.3,0,Heatwave
25.0,29.5,29.9,88.3,110.0,0.0,0.1,7,Sunday,1,528948.4,0,Maintenance
28.5,31.5,27.7,89.8,110.0,14.4,0.1,2,Sunday,2,500000.0,0,Maintenance
30.5,37.0,38.0,65.0,125.0,5.0,0.1,3,Sunday,3,675332.7,0,Heatwave
34.1,40.3,30.7,81.1,110.0,6.7,0.1,4,Sunday,4,599306.8,0,Maintenance
72.8,42.0,44.0,67.5,135.8,21.5,0.1,3,Sunday,5,1460110.7,1,AI_Demand_High
25.0,27.0,27.5,89.1,110.0,12.3,0.1,9,Sunday,6,397744.9,0,Normal
50.0,32.3,38.0,79.6,135.0,23.5,0.1,8,Sunday,7,583939.3,0,Power_Spike
90.5,42.0,24.9,69.8,173.8,18.1,0.2,24,Sunday,8,1805307.4,0,Normal
100.0,42.0,31.7,86.6,192.0,24.0,0.2,13,Sunday,9,2455687.0,0,Normal
59.0,35.9,32.9,74.9,130.0,33.6,0.2,20,Sunday,10,953824.6,1,AI_Demand_High
44.2,36.1,32.9,65.0,125.0,25.4,0.2,22,Sunday,11,825232.2,1,Heatwave
100.0,42.0,30.7,78.8,176.8,31.8,0.2,19,Sunday,12,2478257.6,1,Normal
67.5,42.0,25.5,72.1,124.7,26.7,0.2,15,Sunday,13,1359443.8,0,Normal
97.0,42.0,18.2,93.5,164.6,20.2,0.2,14,Sunday,14,1689646.9,1,AI_Demand_High
41.2,29.4,23.8,75.8,110.0,35.9,0.2,15,Sunday,15,707012.8,1,Normal
100.0,42.0,36.9,82.2,191.6,24.9,0.2,13,Sunday,16,2567978.4,1,Normal
61.6,42.0,38.8,93.5,134.6,28.0,0.2,19,Sunday,17,1224917.2,0,Normal
60.2,42.0,31.6,66.8,148.7,26.4,0.2,6,Sunday,18,1125868.1,0,Heatwave
68.7,40.7,29.0,75.7,130.0,21.4,0.2,1,Sunday,19,1122499.6,1,AI_Demand_High
41.0,27.0,19.0,69.9,110.0,20.4,0.2,7,Sunday,20,693699.3,0,Normal
61.1,41.5,24.4,93.1,119.6,14.0,0.1,4,Sunday,21,1114425.9,1,Normal
33.0,36.9,39.0,89.0,110.0,14.9,0.1,4,Sunday,22,782433.4,1,Normal
25.0,30.2,34.4,71.6,110.0,6.2,0.1,5,Sunday,23,591696.0,0,Normal
79.9,42.0,23.6,75.0,145.6,4.1,0.1,8,Monday,0,1538170.2,1,AI_Demand_High
37.6,32.1,25.0,92.4,110.0,6.3,0.1,2,Monday,1,635184.9,0,Normal
38.5,39.7,40.1,81.1,110.0,3.2,0.1,7,Monday,2,959810.6,0,Normal
65.5,42.0,23.6,81.7,123.4,13.8,0.1,9,Monday,3,1262314.2,1,Normal
80.0,42.0,27.0,84.4,154.7,19.2,0.2,8,Monday,4,1256715.6,0,Power_Spike
39.2,33.4,35.9,87.9,110.0,8.1,0.1,2,Monday,5,644421.4,0,Normal
28.2,31.0,38.0,83.2,125.0,8.9,0.1,4,Monday,6,543093.6,0,Heatwave
25.0,27.0,30.4,89.1,110.0,13.0,0.1,1,Monday,7,389644.5,0,Normal
86.5,42.0,42.3,93.0,145.8,26.8,0.2,15,Monday,8,1845515.1,1,Normal
100.0,42.0,29.9,79.6,209.7,19.6,0.2,16,Monday,9,2471859.0,1,Heatwave
79.0,42.0,38.0,66.4,145.0,22.5,0.2,17,Monday,10,1644756.1,1,Normal
47.4,39.8,28.3,65.0,125.0,25.9,0.2,13,Monday,11,969779.2,1,Heatwave
100.0,42.0,34.6,91.5,208.8,22.6,0.2,16,Monday,12,2000000.0,1,AI_Demand_High
100.0,42.0,41.5,65.8,189.4,27.8,0.2,16,Monday,13,2159726.4,0,Normal
100.0,42.0,30.4,88.8,182.7,14.9,0.2,15,Monday,14,2287701.0,1,Normal
55.4,42.0,38.0,80.5,125.0,24.6,0.2,19,Monday,15,947159.2,1,Heatwave
100.0,42.0,40.2,77.5,178.2,22.2,0.2,21,Monday,16,2557370.4,1,Normal
66.5,30.9,21.7,75.6,130.0,23.6,0.2,18,Monday,17,987302.2,1,AI_Demand_High
52.8,42.0,37.1,70.8,114.3,3.7,0.2,2,Monday,18,1138979.1,0,Normal
68.8,42.0,42.8,66.5,130.0,21.0,0.2,8,Monday,19,1122819.6,1,AI_Demand_High
25.0,27.0,33.6,87.4,110.0,8.8,0.2,8,Monday,20,409616.2,0,Normal
56.1,32.1,23.0,67.2,130.0,11.8,0.1,5,Monday,21,735717.4,1,AI_Demand_High
64.2,42.0,21.4,93.3,125.7,13.8,0.2,7,Monday,22,1292493.3,0,Normal
40.8,30.0,25.0,73.9,135.0,5.1,0.1,4,Monday,23,565935.3,1,Power_Spike
40.4,31.4,20.8,88.8,110.0,12.7,0.1,5,Tuesday,0,954999.5,0,Normal
25.0,27.0,31.9,66.8,110.0,0.0,0.1,3,Tuesday,1,558518.1,1,Normal
50.8,30.0,19.9,81.1,130.0,3.9,0.1,4,Tuesday,2,889621.3,1,AI_Demand_High
49.9,31.6,24.0,75.5,130.0,0.0,0.1,4,Tuesday,3,556963.7,1,AI_Demand_High
41.5,36.5,35.9,65.0,125.0,13.6,0.1,7,Tuesday,4,879255.3,1,Heatwave
87.0,42.0,30.8,84.7,136.7,15.0,0.1,1,Tuesday,5,1632456.8,1,AI_Demand_High
40.0,27.9,33.3,93.3,135.0,7.4,0.1,7,Tuesday,6,396377.1,0,Power_Spike
45.1,40.3,37.1,65.3,110.0,33.5,0.1,5,Tuesday,7,685087.9,1,Normal
100.0,42.0,19.3,73.1,172.1,21.2,0.2,19,Tuesday,8,1740049.0,1,AI_Demand_High
37.1,27.8,20.2,86.1,110.0,7.8,0.2,22,Tuesday,9,859405.3,1,Normal
100.0,42.0,19.6,91.1,182.6,27.4,0.2,19,Tuesday,10,2000000.0,1,AI_Demand_High
87.9,42.0,35.4,65.0,176.0,36.3,0.2,17,Tuesday,11,1475830.2,1,Heatwave
70.0,42.0,19.1,67.1,141.1,32.1,0.2,14,Tuesday,12,1315415.4,0,Maintenance
74.2,42.0,38.0,65.0,148.8,36.8,0.2,13,Tuesday,13,1460732.0,1,Heatwave
36.5,39.1,24.0,71.5,110.0,23.5,0.2,20,Tuesday,14,716936.2,0,Maintenance
86.9,42.0,43.4,67.1,168.6,23.7,0.2,19,Tuesday,15,1621837.1,1,Normal
93.0,42.0,31.1,75.8,157.0,25.7,0.2,21,Tuesday,16,1766832.6,1,AI_Demand_High
83.4,42.0,30.1,78.2,172.1,26.0,0.2,16,Tuesday,17,1381424.2,0,Power_Spike
63.5,42.0,38.0,69.4,125.0,16.2,0.2,3,Tuesday,18,1162499.8,0,Heatwave
30.5,33.6,37.3,69.3,110.0,11.7,0.2,7,Tuesday,19,569041.2,0,Normal
25.0,32.8,38.0,68.9,125.0,11.4,0.2,2,Tuesday,20,378104.3,0,Heatwave
27.8,31.4,43.2,65.3,110.0,0.0,0.1,5,Tuesday,21,594190.8,1,Normal
52.4,41.1,29.4,72.2,110.0,4.2,0.1,4,Tuesday,22,968233.0,0,Normal
45.1,34.0,39.8,76.1,130.0,0.0,0.1,5,Tuesday,23,527895.5,1,AI_Demand_High
50.2,31.4,28.3,68.6,135.0,0.0,0.2,5,Wednesday,0,673185.1,0,Power_Spike
80.0,42.0,40.6,89.4,142.9,0.0,0.1,1,Wednesday,1,1305587.6,1,AI_Demand_High
44.5,37.5,31.0,65.0,125.0,9.0,0.1,8,Wednesday,2,934065.3,1,Heatwave
61.5,42.0,25.8,87.6,121.2,2.6,0.1,2,Wednesday,3,1208810.4,0,Normal
26.4,29.2,36.3,79.2,110.0,19.1,0.1,9,Wednesday,4,932607.9,1,Normal
53.6,29.8,23.7,79.4,135.0,3.5,0.1,4,Wednesday,5,826639.1,0,Power_Spike
71.6,42.0,24.2,84.4,134.5,16.0,0.1,8,Wednesday,6,1340654.7,0,Normal
63.1,42.0,26.2,66.3,122.9,20.9,0.1,3,Wednesday,7,1309791.0,0,Normal
100.0,42.0,36.3,67.4,181.4,26.3,0.2,16,Wednesday,8,2488816.2,0,Normal
49.2,42.0,42.0,74.8,118.8,39.2,0.2,22,Wednesday,9,1108950.7,0,Normal
99.8,42.0,36.2,77.5,168.6,17.4,0.2,12,Wednesday,10,1875016.0,0,Normal
70.0,42.0,40.4,77.9,128.4,27.5,0.2,17,Wednesday,11,1451911.5,0,Maintenance
70.0,42.0,32.7,85.3,130.0,40.0,0.2,19,Wednesday,12,1081070.6,1,AI_Demand_High
100.0,42.0,25.9,65.0,207.2,26.6,0.2,15,Wednesday,13,2504346.0,1,Heatwave
87.5,42.0,20.7,93.8,162.7,26.0,0.2,12,Wednesday,14,1768449.8,0,Normal
99.1,42.0,33.0,70.2,163.4,20.6,0.2,22,Wednesday,15,2015594.1,1,Normal
50.9,37.0,26.9,72.5,110.0,15.0,0.2,22,Wednesday,16,1052361.7,1,Normal
100.0,42.0,24.0,92.2,180.1,11.4,0.2,22,Wednesday,17,2116123.1,1,Normal
35.0,38.0,30.6,65.2,110.0,29.4,0.2,8,Wednesday,18,624802.9,0,Maintenance
64.8,42.0,36.0,94.7,137.1,4.7,0.2,6,Wednesday,19,1193257.8,0,Normal
68.3,39.2,28.4,66.1,159.0,9.9,0.2,8,Wednesday,20,1296342.6,0,Power_Spike
42.8,42.0,39.7,68.6,110.0,7.2,0.1,2,Wednesday,21,604940.7,0,Maintenance
92.0,42.0,37.9,72.2,136.8,11.3,0.1,6,Wednesday,22,1658357.4,1,AI_Demand_High
50.8,40.9,37.8,78.2,110.2,9.7,0.1,2,Wednesday,23,1021874.0,0,Normal
67.6,42.0,44.6,80.6,144.0,0.6,0.1,6,Thursday,0,1243045.3,0,Normal
34.0,27.0,26.0,68.1,110.0,0.0,0.1,6,Thursday,1,853892.2,1,Normal
71.6,41.9,35.4,67.2,130.0,0.5,0.1,7,Thursday,2,1334028.4,1,AI_Demand_High
67.4,42.0,38.0,65.0,151.0,1.6,0.1,1,Thursday,3,1362699.8,1,Heatwave
77.5,42.0,33.6,72.7,156.6,18.6,0.1,1,Thursday,4,1183736.4,1,AI_Demand_High
40.3,33.6,39.3,92.6,110.0,6.1,0.1,1,Thursday,5,812032.2,0,Normal
25.0,27.0,29.2,76.7,110.0,27.6,0.1,5,Thursday,6,372936.2,0,Normal
33.4,38.0,38.0,77.9,125.0,18.8,0.1,1,Thursday,7,738997.0,0,Heatwave
94.1,42.0,19.5,70.7,172.2,30.1,0.2,14,Thursday,8,1823928.6,1,Normal
80.4,42.0,44.6,66.9,139.3,39.8,0.2,12,Thursday,9,1207984.4,1,AI_Demand_High
69.7,42.0,39.6,81.6,153.1,23.5,0.2,18,Thursday,10,1273747.8,0,Normal
100.0,42.0,38.0,79.7,190.5,15.9,0.2,19,Thursday,11,2214127.5,0,Heatwave
100.0,42.0,36.7,92.0,192.2,29.1,0.2,15,Thursday,12,2548305.5,0,Normal
100.0,42.0,23.0,81.4,174.7,37.8,0.2,20,Thursday,13,2545810.8,1,Normal
100.0,42.0,18.8,73.8,210.1,25.2,0.2,19,Thursday,14,2505356.1,1,Power_Spike
100.0,42.0,41.3,68.3,220.0,26.5,0.2,18,Thursday,15,2049811.4,1,Power_Spike
82.7,42.0,28.7,85.0,178.8,26.0,0.2,22,Thursday,16,1221165.4,1,Power_Spike
86.9,42.0,25.1,73.4,186.5,27.1,0.2,20,Thursday,17,1752561.2,1,Normal
67.2,42.0,33.2,90.3,130.0,10.5,0.2,3,Thursday,18,1039705.0,1,AI_Demand_High
25.0,27.0,29.4,83.2,110.0,16.2,0.2,2,Thursday,19,364598.5,1,Normal
28.7,31.0,35.6,90.8,110.0,3.7,0.2,5,Thursday,20,683874.1,0,Normal
44.3,36.2,31.1,82.0,110.0,0.1,0.2,9,Thursday,21,918068.9,1,Normal
50.5,42.0,36.8,88.2,110.0,12.8,0.1,2,Thursday,22,1019359.6,0,Normal
25.0,30.9,41.0,73.8,110.0,0.0,0.1,2,Thursday,23,567969.5,0,Normal
44.6,36.0,23.3,80.1,110.0,1.1,0.1,5,Friday,0,789184.9,0,Normal
40.9,29.7,26.9,65.6,110.0,0.7,0.1,9,Friday,1,1150389.1,0,Normal
61.6,41.3,29.8,83.2,130.0,9.1,0.1,9,Friday,2,607377.1,1,AI_Demand_High
27.3,36.4,44.0,81.0,110.0,4.6,0.1,4,Friday,3,500000.0,0,Maintenance
48.6,40.1,27.9,87.7,136.1,16.2,0.1,9,Friday,4,1003433.2,0,Normal
25.0,27.0,28.3,86.9,110.0,10.3,0.1,1,Friday,5,436663.5,0,Normal
67.6,40.5,35.6,83.8,130.0,26.2,0.1,9,Friday,6,1099861.6,1,AI_Demand_High
25.0,31.0,35.3,65.0,125.0,21.7,0.1,7,Friday,7,430959.9,0,Heatwave
62.4,42.0,43.7,92.1,131.7,12.4,0.2,20,Friday,8,1055388.4,0,Maintenance
58.4,42.0,42.2,65.5,130.0,29.5,0.2,22,Friday,9,942907.7,1,AI_Demand_High
